YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
Not in database,n/a,n/a,n/a,"2017-01-26 Yale Climate Connections -- Do we live in a world of ""alternative facts""? Climate ...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1404191159600551/,"$1,007.11",6063609293094,"409,916","413,443","12,023",,$0.0024,$0.084,#DIV/0!,,1008.604,0,"Do we live in a world of ""alternative facts""? Climate scientists stand up and speak out about what's actually happening on our shared planet. #climatechange #globalwarming 

Learn more at: http://www.yaleclimateconnections.org",Stand Up for Science,https://www.facebook.com/YaleClimateConnections/videos/1404191159600551/,2/16/2017
Not in database,n/a,n/a,n/a,"2018-03-21 Yale Climate Connections -- Are you dealing with the snow today, even through spri...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1835782939774702/,$287.26,6086259014294,"103,641","106,788",629,20,$0.0027,$0.457,$14.36,,1030.364,0,"Are you dealing with the snow today, even through spring has sprung? Global warming may play a role: http://bit.ly/2CJD2ES",Global Warming and Snow,https://www.facebook.com/YaleClimateConnections/videos/1835782939774702/,4/4/2018
Not in database,n/a,n/a,n/a,2018-04-02 Yale Climate Connections -- More poisonous poison ivy? We may have climate change ...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1849191185100544/,$191.61,6086998588294,"71,582","58,243",619,,$0.0033,$0.310,#DIV/0!,,813.654,0,More poisonous poison ivy? We may have climate change to thank for that.,Poison Ivy and Climate Change,https://www.facebook.com/YaleClimateConnections/videos/1849191185100544/,5/4/2018
Not in database,n/a,n/a,n/a,2018-05-07 Yale Climate Connections -- Melting Arctic sea ice is having an impact far beyond ...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1886491828037146/,$255.92,6089849986094,"91,553","77,379",982,13,$0.0033,$0.261,$19.69,,845.183,0,Melting Arctic sea ice is having an impact far beyond the poles: https://bit.ly/2KFiItk,Arctic ice melt and California droughts,https://www.facebook.com/YaleClimateConnections/videos/1886491828037146/,6/4/2018
Not in database,n/a,n/a,n/a,"2018-04-15 Yale Climate Connections -- This family farm is rethinking waste, and powering all...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1863061187046877/,$231.30,6087810256294,"78,494","66,798",656,39,$0.0035,$0.353,$5.93,,850.995,0,"This family farm is rethinking waste, and powering all its operations with manure. https://bit.ly/2rOv8tx",Manure Powers the Whole Farm,https://www.facebook.com/YaleClimateConnections/videos/1863061187046877/,5/4/2018
Not in database,n/a,n/a,n/a,2018-04-27 Yale Climate Connections -- More evidence that air pollution from coal plants is a...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1871206439565685/,$267.79,6089238999494,"73,583","68,624",766,11,$0.0039,$0.350,$24.34,,932.607,0,More evidence that air pollution from coal plants is a public health hazard with serious implications for children's health: https://bit.ly/2GyfpSj,Air pollution and children's health,https://www.facebook.com/YaleClimateConnections/videos/1871206439565685/,5/4/2018
Not in database,n/a,n/a,n/a,"2018-03-02 Yale Climate Connections -- If global warming is real, why is it snowing? Meteorol...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1809829429036720/,$255.52,6085068715094,"63,919","64,662",629,32,$0.0040,$0.406,$7.99,,1011.624,1,"If global warming is real, why is it snowing? Meteorologist Dr. Marshall Shepherd has a response for questions like these: http://bit.ly/2CJD2ES",Global Warming and Snow,https://www.facebook.com/YaleClimateConnections/videos/1809829429036720/,4/4/2018
Not in database,n/a,n/a,n/a,2018-03-30 Yale Climate Connections -- This sunny Hawaiian island can power itself completely...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1845636062122723/,$255.57,6086851032294,"84,864","59,418",637,11,$0.0043,$0.401,$23.23,,700.156,0,This sunny Hawaiian island can power itself completely using solar energy. https://bit.ly/2rOv8tx,This Hawaiian Island is Now a Solar Paradise,https://www.facebook.com/YaleClimateConnections/videos/1845636062122723/,4/4/2018
Not in database,n/a,n/a,n/a,2018-04-23 Yale Climate Connections -- Rooftops are getting a makeover – see how rooftop gard...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1871201932899469/,$158.63,6088717398694,"45,983","34,198",214,6,$0.0046,$0.741,$26.44,,743.710,0,Rooftops are getting a makeover – see how rooftop gardens are changing the look and feel of cities like Denver: https://bit.ly/2G4Ql5i,Rooftop Gardens,https://www.facebook.com/YaleClimateConnections/videos/1871201932899469/,5/4/2018
Not in database,n/a,n/a,n/a,"2018-03-06 Yale Climate Connections -- Henry David Thoreau created a ""gold mine"" for climate ...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1818250464861283/,$250.51,6085279128094,"46,444","52,442",598,40,$0.0048,$0.419,$6.26,,1129.145,1,"Henry David Thoreau created a ""gold mine"" for climate change researchers during his time at Walden Pond, according to Richard Primack of Boston University:
https://www.yaleclimateconnections.org/2016/11/thoreaus-surprising-climate-legacy/",Thoreau's Surprising Climate Legacy,https://www.facebook.com/YaleClimateConnections/videos/1818250464861283/,4/4/2018
AME church calls for climate action,11/14/2016,"African Methodist Episcopal Church, climate and religion, episcopalian, Sara Peach",Faith & Ethics,2016-11-14 Yale Climate Connections -- One of the oldest and largest black churches in Americ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/african-methodist-episcopal-church-calls-for-climate-action/,$125.21,6059849729894,"22,152","2,922",273,,$0.0429,$0.459,#DIV/0!,,131.907,0,One of the oldest and largest black churches in America has taken a stand against #climatechange.  Listen in to hear how the African Methodist Episcopal Church integrates climate change into its teachings.,AME Church Calls for Climate Action ,https://www.facebook.com/130268756992804/posts/1321215384564796/,12/4/2016
Not in database,n/a,n/a,n/a,2018-05-25 Yale Climate Connections -- With the warmer weather comes a return to yard work. H...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1905418516144477/,$188.83,6091021767894,"38,440","32,725",162,9,$0.0058,$1.166,$20.98,,851.327,0,With the warmer weather comes a return to yard work. How climate friendly is your landscaping routine? https://bit.ly/2IFD3S7,Climate Friendly Landscaping,https://www.facebook.com/YaleClimateConnections/videos/1905418516144477/,6/4/2018
Global warming: A family affair,3/20/2017,"Sara Peach, sustainability",Sustainability,2017-03-20 Yale Climate Connections -- Has climate change ever made you feel afraid for your ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/03/global-warming-a-family-affair/,$60.88,6066473711894,"19,499","2,058",281,,$0.0296,$0.217,#DIV/0!,,105.544,0,Has climate change ever made you feel afraid for your children? A new group called Conceivable Future sparks discussion on how rising temperatures will affect the next generation.,Global warming: A family affair ,https://www.facebook.com/130268756992804/posts/1453612741325059/,4/4/2017
Indoor CO2: Dumb and dumber?,7/27/2016,"CO2, Daniel Grossman, indoor air, public health","Feature Article, Public Health",What if high levels of carbon dioxide indoors impair humans' decisionmaking s...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/indoor-co2-dumb-and-dumber/,$30.77,6054040685094,"6,682",449,82,,$0.0685,$0.375,#DIV/0!,,67.195,0,What if high levels of carbon dioxide indoors impair humans' decisionmaking skills ... ?,Indoor CO2: Dumb and dumber? - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1223818017637867/,9/4/2016
How climate change could hurt bald eagles,7/4/18 7:00,Samantha Harrington,Species &amp; Ecosystems,2018-07-04 Yale Climate Connections -- Climate change is making the USA a less ideal habitat ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/how-climate-change-could-hurt-bald-eagles/,$225.29,6093817003894,"27,193","5,397",717,109,$0.0417,$0.314,$2.07,6,198.470,4,Climate change is making the USA a less ideal habitat for our national bird.,How climate change could hurt bald eagles,https://www.facebook.com/130268756992804/posts/1960643043955357/,8/4/2018
Climate change: unwelcome guest in Galapagos,9/12/2016,"Bud Ward, Galapagos","Ecosystems, Feature Article",Some of the exotic species in The Galapagos Archipelago are facing population...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/climate-change-unwelcome-guest-in-galapagos/,$28.99,6056393671694,"6,114",603,78,,$0.0481,$0.372,#DIV/0!,,98.626,0,"Some of the exotic species in The Galapagos Archipelago are facing population declines and other challenges as a result of a warming atmosphere, ocean acidification, and other stressors. 

Learn more ...",Climate change: unwelcome guest in Galapagos - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1264708710215464/,10/4/2016
Not in database,n/a,n/a,n/a,2018-08-03 Yale Climate Connections -- Male loggerhead turtle hatchlings are in hot sand – li...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/2007222239297437/,$274.71,6095837860294,"52,816","42,764",368,9,$0.0064,$0.746,$30.52,7,809.679,0,Male loggerhead turtle hatchlings are in hot sand – literally. Rising temperatures are decreasing the odds that turtle eggs will be male: https://bit.ly/2kkP1C5,Sea turtles hatch female,https://www.facebook.com/YaleClimateConnections/videos/2007222239297437/,9/4/2018
Not in database,n/a,n/a,n/a,2018-04-06 Yale Climate Connections -- Clean energy and energy efficiency jobs are growing fa...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1853764387976557/,$169.29,6087282517694,"36,960","26,325",211,6,$0.0064,$0.802,$28.22,,712.256,0,"Clean energy and energy efficiency jobs are growing fast in the Land of 10,000 Lakes. What do you think? http://bit.ly/2FD45UA",Clean energy in Minnesota,https://www.facebook.com/YaleClimateConnections/videos/1853764387976557/,5/4/2018
Not in database,n/a,n/a,n/a,2017-11-22 Yale Climate Connections -- Who says you have to be young to act on climate? http:...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1706758139343850/,$272.77,6080172403094,"40,004","42,374",546,36,$0.0064,$0.500,$7.58,,1059.244,1,Who says you have to be young to act on climate? http://bit.ly/2zYQrvH,Senior Citizens Act on Climate,https://www.facebook.com/YaleClimateConnections/videos/1706758139343850/,12/4/2017
Not in database,n/a,n/a,n/a,"2018-02-27 Yale Climate Connections -- This year's Winter Olympics may have ended, but climat...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1808644952488501/,$219.61,6084841698694,"35,605","28,418",250,2,$0.0077,$0.878,$109.81,,798.146,0,"This year's Winter Olympics may have ended, but climate change poses a threat to future Games: http://bit.ly/2EM8Kaa",Climate change threatens the Winter Olympics,https://www.facebook.com/YaleClimateConnections/videos/1808644952488501/,3/4/2018
Not in database,n/a,n/a,n/a,2018-06-30 Yale Climate Connections -- The Everglades are a crucial wetland in South Florida....,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/1952692014750460/,$583.70,6093518185694,"73,999","66,124",399,9,$0.0088,$1.463,$64.86,5,893.580,0,The Everglades are a crucial wetland in South Florida. Are restoration managers accounting for all of the threats this key ecosystem is facing? https://bit.ly/2IeLvHC,Sea Level Rise and the Everglades,https://www.facebook.com/YaleClimateConnections/videos/1952692014750460/,7/4/2018
Not in database,n/a,n/a,n/a,"2019-02-15 Yale Climate Connections -- Greta Thunberg, a 16-year-old Swede, makes a moving pl...",#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/2221505744765578/,$270.50,6109851436494,"36,017","28,770",227,,$0.0094,$1.192,#DIV/0!,7,798.789,0,"Greta Thunberg, a 16-year-old Swede, makes a moving plea for climate action, and scientists explain the rationale for it.",A Swedish Teenager's Compelling Plea on Climate,https://www.facebook.com/130268756992804/posts/2305035679516090/,3/4/2019
Not in database,n/a,n/a,n/a,2016-12-27 Yale Climate Connections -- From Thomson Reuters - Hopeful news for the air travel...,#N/A,#N/A,http://sustainability.thomsonreuters.com/2016/12/08/solar-impulse-founder-sees-electric-passenger-plane-in-10-years/,$24.91,6062082709094,"7,190",641,63,,$0.0389,$0.395,#DIV/0!,,89.152,0,From Thomson Reuters - Hopeful news for the air travel industry which currently emits about 2 percent of global warming pollution worldwide.,Solar Impulse founder sees electric passenger plane in 10 years | | Thomson Reuters,https://www.facebook.com/130268756992804/posts/1364246150261719/,1/4/2017
Advancing renewable energy storage,8/12/2016,"Diana Madson, energy storage",Energy,How do you get solar energy at night or wind power on a still day? These rene...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/michigan-team-advancing-renewable-energy-storage/,$12.15,6054756376294,"1,863",278,39,,$0.0437,$0.312,#DIV/0!,,149.222,0,How do you get solar energy at night or wind power on a still day? These renewable energy sources are not available on demand . . . but they soon could be. Hear about cutting edge research in energy storage on today's episode.,Advancing renewable energy storage,https://www.facebook.com/130268756992804/posts/1234533006566368/,9/4/2016
Netherlands moving to ban diesel cars,8/11/2016,"ban diesel cars, Diana Madson, electric cars, Jan Vos, The Netherlands","Energy, Policy",The Netherlands is making moves to green all vehicles by 2025. Hear more abou...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/netherlands-moving-to-ban-diesel-and-gas-cars/,$30.50,6054693247494,"5,304",826,119,,$0.0369,$0.256,#DIV/0!,,155.732,0,The Netherlands is making moves to green all vehicles by 2025. Hear more about the plan to make it happen on today's episode.,Netherlands moving to ban diesel and gas cars,https://www.facebook.com/130268756992804/posts/1233931553293180/,9/4/2016
Wildfires turn forests into sci-fi scenes,9/10/18 7:00,Sarah Kennedy,Species &amp; Ecosystems,"2018-09-10 Yale Climate Connections -- A recent study found that over the past 30 years, the ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/09/wildfires-turn-forests-into-sci-fi-scenes/,$113.94,6098384881494,"16,984","3,080",364,179,$0.0370,$0.313,$0.64,8,181.347,11,"A recent study found that over the past 30 years, the area burned in western wildfires is almost twice as large as it would have been without the influence of climate change.",Colorado wildfires are turning forests into sci-fi scenes,https://www.facebook.com/130268756992804/posts/2070438889642438/,10/4/2018
Not in database,n/a,n/a,n/a,2019-03-19 Yale Climate Connections -- A low-tech practice that could help farmers earn extra...,#N/A,#N/A,https://bit.ly/2F6jwXm,$228.62,6112178442694,"27,394","7,011",906,917,$0.0326,$0.252,$0.25,10,255.932,33,A low-tech practice that could help farmers earn extra income and adapt to climate change:,Why some farmers are planting trees alongside their crops,https://www.facebook.com/130268756992804/posts/2354271941259130/,4/4/2019
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality","2019-03-12 Yale Climate Connections -- Springtime is getting strange. But weirdly enough, thi...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/how-will-global-warming-change-springtime/,$19.73,6111680921094,"1,904",425,37,52,$0.0464,$0.533,$0.38,5,223.214,27,"Springtime is getting strange. But weirdly enough, this piece of classical music can help you understand how the season is changing.",Climate change is making springtime weird. Vivaldi’s music can show you how.,https://www.facebook.com/130268756992804/posts/2344207505598907/,4/4/2019
Website hosts children's climate discussions,6/21/18 7:00,Sara Peach,Youth,2018-06-21 Yale Climate Connections -- It’s important for kids to connect with other young pe...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/06/website-hosts-childrens-climate-discussions/,$67.02,6092858057694,"10,720","1,425",133,17,$0.0470,$0.504,$3.94,7,132.929,2,"It’s important for kids to connect with other young people on the topic of climate change, says this elementary school teacher.","At this website, children are talking about how to slow climate change",https://www.facebook.com/130268756992804/posts/1939546146065047/,7/4/2018
Not in database,n/a,n/a,n/a,2018-12-22 Yale Climate Connections -- Communities across California are still dealing with t...,#N/A,#N/A,https://www.facebook.com/YaleClimateConnections/videos/590636484722480/,$212.21,6106012355894,"27,344","19,887",158,8,$0.0107,$1.343,$26.53,7,727.289,0,Communities across California are still dealing with the aftermath of this year’s record-breaking wildfires. Here’s how climate change is making fires more destructive than ever: http://bit.ly/2T5amyH,Climate change and California's fires,https://www.facebook.com/130268756992804/posts/2219522744734051/,1/4/2019
Should a Green New Deal include nuclear power?,4/9/19 14:17,Peter Sinclair,"Energy, Policy &amp; Politics",2019-04-19 Yale Climate Connections -- Cities and towns across the country are responding to ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/u-s-cities-pledge-to-switch-to-renewables/,$143.90,6114722366294,"14,816","3,284",299,42,$0.0438,$0.481,$3.43,8,221.652,3,Cities and towns across the country are responding to public demand for 100% renewable energy.,More than 100 U.S. cities have pledged to switch to renewable energy,https://www.facebook.com/130268756992804/posts/2403515653001425/,5/4/2019
Zika's link to climate change,6/15/2017,"Eileen Mignoni, public health","Latino Communities, Public Health",2017-06-15 Yale Climate Connections -- Climate change may create the optimal conditions for Z...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/zikas-link-to-climate-change/,$27.33,6070739216694,"11,944","1,522",290,89,$0.0180,$0.094,$0.31,,127.428,7,"Climate change may create the optimal conditions for Zika to spread. Institute of Infection and Global Health, University of Liverpool",Zika’s link to climate change,https://www.facebook.com/130268756992804/posts/1520438821309117/,7/4/2017
U.S. coasts are flooding twice as often,9/24/18 7:00,Sarah Kennedy,Weather Extremes,2018-09-24 Yale Climate Connections -- Coastal communities need to plan for a future with mor...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/09/u-s-coasts-are-flooding-twice-as-often/,$195.10,6099391925294,"14,104","2,972",424,67,$0.0656,$0.460,$2.91,9,210.720,5,Coastal communities need to plan for a future with more water.,U.S. coasts are flooding twice as often at high tide as they used to,https://www.facebook.com/130268756992804/posts/2088110527875274/,10/4/2018
Not in database,n/a,n/a,n/a,"2019-02-03 Yale Climate Connections -- Through their lending and investment strategies, banks...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/amalgamated-bank-wont-lend-to-fossil-fuel-projects,$89.44,6108899689694,"9,666","1,881",120,120,$0.0475,$0.745,$0.75,9,194.600,12,"Through their lending and investment strategies, banks and customers can help grow a more climate-friendly economy:",This bank won’t lend your money to fossil fuel projects,https://www.facebook.com/130268756992804/posts/2251452754874383/,3/4/2019
"To save corals, study science ... and writing",1/12/2017,"Bud Ward, coral",Oceans,"2017-01-12 Yale Climate Connections -- As global warming threatens coral reefs, Unity College...",#N/A,#N/A,http://www.yaleclimateconnections.org/2017/01/to-save-corals-study-science-and-writing/,$80.02,6062890132494,"21,192","2,292",308,,$0.0349,$0.260,#DIV/0!,,108.154,0,"As global warming threatens coral reefs, Unity College in Maine has developed an innovative marine biology curriculum to prepare its graduates to make a difference.

Coral Reef Alliance  Caribbean Challenge Initiative  Global Island Partnership  National Geographic Ocean","To Save Corals, Study Science … and Writing",https://www.facebook.com/130268756992804/posts/1377535098932824/,2/16/2017
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality",2019-04-03 Yale Climate Connections -- “We need to construct our streets and our cities for p...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/gop-mayor-turns-city-into-pedestrian-paradise/,$70.37,6113368877494,"9,019","1,882",138,231,$0.0374,$0.510,$0.30,10,208.671,26,“We need to construct our streets and our cities for people. Not for cars.” —Mayor Jim Brainard,A GOP mayor turned his city into a pedestrian paradise,https://www.facebook.com/130268756992804/posts/2377504038935920/,5/4/2019
How the Red Cross uses climate science,7/12/18 7:00,Jan OBrien,Weather Extremes,2018-07-12 Yale Climate Connections -- Climate science is saving lives—here’s one way:,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/how-the-red-cross-uses-climate-science/,$132.62,6094347589294,"20,144","2,807",230,83,$0.0472,$0.577,$1.60,7,139.347,4,Climate science is saving lives—here’s one way:,The Red Cross is using climate science to prepare for disasters,https://www.facebook.com/130268756992804/posts/1973649585988036/,8/4/2018
Private Wisconsin co-op goes solar,8/10/2016,"Diana Madson, solar energy",Energy,"A rural, member-owned electric cooperative in Wisconsin is taking steps to in...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/private-wisconsin-co-op-goes-solar/,$26.86,6054646072094,"3,964",618,70,,$0.0435,$0.384,#DIV/0!,,155.903,0,"A rural, member-owned electric cooperative in Wisconsin is taking steps to increase the state's solar capacity. Hear more on today's episode.",Private Wisconsin co-op goes solar ,https://www.facebook.com/130268756992804/posts/1233298656689803/,9/4/2016
This technique could restore part of the Amazon,3/12/18 7:00,Bruce Lieberman,Species &amp; Ecosystems,2018-03-12 Yale Climate Connections -- They’re spreading a mix of seeds from over 200 native ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/03/this-technique-could-restore-part-of-the-amazon/,$136.99,6085632099294,"51,210","10,639","1,188",506,$0.0129,$0.115,$0.27,,207.752,10,"They’re spreading a mix of seeds from over 200 native species across 70,000 acres. 🌿🌾🌳",This technique could restore a big chunk of Amazon rainforest ,https://www.facebook.com/130268756992804/posts/1825140037505659/,4/4/2018
Not in database,n/a,n/a,n/a,"2017-07-03 Yale Climate Connections -- According to professor Benjamin Zuckerberg, when even ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/07/bird-populations-shift-north-as-climate-changes,$79.19,6071480545894,"38,583","5,954","1,174",412,$0.0133,$0.067,$0.19,,154.317,11,"According to professor Benjamin Zuckerberg, when even a single species is introduced or removed from an ecosystem, it can have a cascading effect.",Birds are moving north in response to rising temperatures,https://www.facebook.com/130268756992804/posts/1559776320708700/,8/4/2017
"North of Lake Tahoe, pika vanishes",1/26/18 7:00,Diana Madson,Species &amp; Ecosystems,2018-01-26 Yale Climate Connections -- The disappearance of pikas in this area is just one ex...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/01/north-of-lake-tahoe-pika-vanishes/,$150.88,6083203596694,"53,130","11,339","1,427",391,$0.0133,$0.106,$0.39,,213.420,7,The disappearance of pikas in this area is just one example of how climate change threatens wildlife.,"North of Lake Tahoe, the pika has gone locally extinct",https://www.facebook.com/130268756992804/posts/1776050385747958/,2/4/2018
NYC bans cars from Central Park,8/22/18 7:00,Bruce Lieberman,Policy &amp; Politics,2018-08-30 Yale Climate Connections -- The biggest park in Manhattan just got a little safer:,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/08/nyc-bans-cars-from-central-park/,$149.81,6097682069694,"30,922","6,379",304,159,$0.0235,$0.493,$0.94,9,206.293,5,The biggest park in Manhattan just got a little safer:,New York City has banned cars from Central Park,https://www.facebook.com/130268756992804/posts/2056653431020984/,9/4/2018
Waste-to-energy plants could reduce methane,5/11/2017,"Bruce Lieberman, waste-to-energy",Energy,"2017-05-11 Yale Climate Connections -- In today’s story, we’re looking at the pros and cons o...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/05/waste-to-energy-plants-could-slash-methane/,$104.54,6069243412494,"21,410","3,094",361,145,$0.0338,$0.290,$0.72,,144.512,7,"In today’s story, we’re looking at the pros and cons of waste-to-energy plants and landfills. Tune in to hear from a Columbia University professor and express your opinion in the comments below. Waste-to-Energy Research and Technology Council (WTERT) Columbia Engineering",New waste-to-energy plants could slash methane emissions ,https://www.facebook.com/130268756992804/posts/1505124019507264/,6/4/2017
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality",2019-03-15 Yale Climate Connections -- Vanessa Hauc has made it her mission to help Latinx pe...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/tv-journalist-spreads-the-word-about-climate-change/,$118.77,6111906948094,"13,052","2,814",146,56,$0.0422,$0.813,$2.12,9,215.599,4,Vanessa Hauc has made it her mission to help Latinx people stay informed about climate change. “This is a community that is ready to work for the protection of the planet:”,How a TV journalist is spreading the word about climate change ,https://www.facebook.com/130268756992804/posts/2348137191872605/,4/4/2019
Why California has a power surplus,9/26/2017,"Bruce Lieberman, energy",Energy,2017-09-26 Yale Climate Connections -- The Golden State has more electricity than it knows wh...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/09/why-california-has-a-power-surplus/,$218.78,6077432040094,"69,094","15,246","1,688",563,$0.0143,$0.130,$0.39,,220.656,8,The Golden State has more electricity than it knows what to do with.,California bet on solar and natural gas. Now it has a power surplus. ,https://www.facebook.com/130268756992804/posts/1653429981343333/,10/4/2017
Floods and droughts: What it's like to live in communities hit hard by climate change,5/24/19 7:05,SueEllen Campbell,"Feature Article, Weather Extremes",2019-05-17 Yale Climate Connections -- Let’s hear it for the first line of defense against sh...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/05/salt-marshes-help-protect-shorelines/,$166.74,6116971444694,"21,080","4,402",394,56,$0.0379,$0.423,$2.98,8,208.824,3,Let’s hear it for the first line of defense against shore erosion:,Salt marshes can be surprisingly effective in protecting eroding shorelines ,https://www.facebook.com/130268756992804/posts/2450977798255210/,6/4/2019
Artist teams up with NASA on climate education,1/24/2017,"Arctic sea ice, Justin Brice Guariglia, Sara Peach","Arts, Polar Ice",2017-01-25 Yale Climate Connections -- Justin Brice Guariglia is the first artist to be offic...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/01/artist-teams-up-with-nasa-on-climate-education/,$9.79,6063517211494,"4,450",545,79,,$0.0180,$0.124,#DIV/0!,,122.472,0,"Justin Brice Guariglia is the first artist to be officially embedded inside a NASA mission. As part of NASA’s Oceans Melting Greenland initiative, he works closely with scientists to document the melting ice sheets. Tune in to learn how he’s educating the public on sea-level rise through his art. 

NASA Climate Change WBAI 99.5 FM New York 88.1 FM WCWP.org WKCR-FM  #climatechange #art #artist",Artist teams up with NASA on climate education,https://www.facebook.com/130268756992804/posts/1401779746508359/,2/16/2017
Massachusetts prepares for wind energy,5/22/2017,"Jan Ellen Spiegel, wind energy",Energy,2017-05-22 Yale Climate Connections -- Offshore wind farms are picking up speed in the U.S. M...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/05/massachusetts-prepares-for-wind-energy/,$150.34,6069682323694,"30,367","5,326",400,105,$0.0282,$0.376,$1.43,,175.388,3,Offshore wind farms are picking up speed in the U.S. Massachusetts Clean Energy Center,"Massachusetts prepares for wind energy
",https://www.facebook.com/130268756992804/posts/1516688841684115/,6/4/2017
Not in database,n/a,n/a,n/a,"2017-03-15 Yale Climate Connections -- ""Water efficiency is improving at farms across the Wes...",#N/A,#N/A,http://www.csmonitor.com/Environment/Inhabit/2017/0303/America-s-biggest-water-users-farmers-learn-to-use-less-of-it,$71.84,6066232986694,"21,794","2,471",266,,$0.0291,$0.270,#DIV/0!,,113.380,0,"""Water efficiency is improving at farms across the West. That’s important because agriculture consumes 80 percent of the nation’s water – and actually more than 90 percent of what’s used in many Western states, according to the US Department of Agriculture."" Learn more via The Christian Science Monitor",America's biggest water users – farmers – learn to use less of it,https://www.facebook.com/130268756992804/posts/1444312852255048/,4/4/2017
Intergenerational conversation: An antidote to climate despair,2/28/19 7:00,NULL,"Communicating Climate, Youth",2019-02-06 Yale Climate Connections -- This technique could help farmers around the world res...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/scientists-empowers-farmers-to-breed-seeds/,$20.90,6109186602694,"3,186",607,67,34,$0.0344,$0.312,$0.61,5,190.521,11,This technique could help farmers around the world respond to problems posed by climate change.,Scientists empowers farmers to breed seeds » Yale Climate Connections,https://www.facebook.com/130268756992804/posts/2292533710766287/,3/4/2019
GOP mayor turns city into solar powerhouse,4/18/18 7:00,Diana Madson,Energy,2018-04-18 Yale Climate Connections -- All that solar created more than a thousand local jobs...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/04/republican-mayor-turns-city-into-solar-powerhouse/,$88.32,6088012139094,"30,344","5,883",640,301,$0.0150,$0.138,$0.29,,193.877,10,All that solar created more than a thousand local jobs. ☀️⚡️,A Republican mayor transformed his city into a solar powerhouse ,https://www.facebook.com/130268756992804/posts/1866482536704742/,5/4/2018
