YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
Fire chiefs prepare communities for change,9/16/2016,"Diana Madson, firefighters",Sustainability,Fire chiefs across the country look to building codes for helping make our ho...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/fire-chiefs-prepare-communities-change/,$5.37,6056602462494,867,69,8,,$0.0778,$0.671,#DIV/0!,,79.585,0,Fire chiefs across the country look to building codes for helping make our homes safer from fire and climate related storms. Hear more on today's episode.,Fire chiefs prepare communities for change,https://www.facebook.com/130268756992804/posts/1267419983277670/,10/4/2016
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality","2019-03-08 Yale Climate Connections -- In the future, more Americans are likely to trade in t...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/is-the-grid-ready-for-evs/,$23.19,6111430354894,"1,840",420,29,44,$0.0552,$0.800,$0.53,6,228.261,24,"In the future, more Americans are likely to trade in their gas cars for electric vehicles. Here’s how utilities are preparing.",Is the grid ready for EVs? » Yale Climate Connections,https://www.facebook.com/130268756992804/posts/2334952749857716/,4/4/2019
How vanishing lizards in Madagascar led to a troubling discovery about deforestation and climate change,4/30/19 7:10,Daniel Grossman,"Feature Article, Species &amp; Ecosystems",2019-05-22 Yale Climate Connections -- Are problems with media coverage of climate change fix...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/05/cjrs-covering-climate-change-event-proposes-better-journalism-for-a-better-climate/,$11.00,6117408674894,848,188,11,6,$0.0585,$1.000,$1.83,7,221.698,7,Are problems with media coverage of climate change fixable? A recent conference takes a crack at the question:,CJR's covering climate change event proposes better journalism for a better climate » by Bud Ward,https://www.facebook.com/130268756992804/posts/2458302774189379/,6/4/2019
Not in database,n/a,n/a,n/a,2016-11-06 Yale Climate Connections -- Which is greater: human or volcanic emissions of carbo...,#N/A,#N/A,http://www.yaleclimateconnections.org/2014/09/volcanic-vs-human-emissions/,$4.45,6059391721694,827,65,12,,$0.0685,$0.371,#DIV/0!,,78.597,0,Which is greater: human or volcanic emissions of carbon dioxide? http://bit.ly/2elhbsI,Volcanic vs. human emissions - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1296461537040181/,12/4/2016
Making climate connections at the zoo,9/23/2016,"Bridgett Ennis, public behavior",Ecosystems,Interacting with animals at the zoo can change visitors' attitudes towards co...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/making-climate-connections-at-the-zoo-2/,$4.19,6056958315694,825,83,4,,$0.0505,$1.048,#DIV/0!,,100.606,0,Interacting with animals at the zoo can change visitors' attitudes towards conservation. Hear more from College of Wooster researchers on today's show. #climatechange #zoo #psychology,Making climate connections at the zoo ,https://www.facebook.com/130268756992804/posts/1273482142671454/,10/4/2016
Why Australian Mina Guli attempted to run 100 marathons in 100 days,3/28/19 7:00,NULL,"Policy &amp; Politics, Youth",2019-03-18 Yale Climate Connections -- Debunking myths about clean energy resources is a lot ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/clean-energy-facts-belie-common-myths/,$7.90,6112112097694,821,222,18,27,$0.0356,$0.439,$0.29,7,270.402,33,Debunking myths about clean energy resources is a lot easier with facts AND optimism on your side.,Clean energy facts belie common myths » by Karin Kirk,https://www.facebook.com/130268756992804/posts/2353030881383236/,4/4/2019
The 'say-do' conundrum,8/17/2016,"Bud Ward, Eco-challenge","Faith & Ethics, Sustainability","Many people say they’re going to recycle, buy locally grown food, and even bi...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/the-say-do-conundrum/,$6.44,6055242891894,808,76,10,,$0.0847,$0.644,#DIV/0!,,94.059,0,"Many people say they’re going to recycle, buy locally grown food, and even bike to work, but the commitment too often ends there. Why don't some people commit? Hear more on today's episode.",The 'say-do' conundrum,https://www.facebook.com/130268756992804/posts/1239079026111766/,9/4/2016
Telltale human sediments: books on the Anthropocene,9/21/2016,"Anthropocene, book reviews, Michael Svoboda","Feature Article, Science",An expert committee is recommending that geologists officially approve the de...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/telltale-human-sediments-books-on-the-anthropocene/,$4.21,6056874221094,792,92,13,,$0.0458,$0.324,#DIV/0!,,116.162,0,An expert committee is recommending that geologists officially approve the designation of a new epoch. But authors from a variety of fields have already made their votes clear: The Anthropocene is now! Here's some books on it ...,Telltale Human Sediments: Books on the Anthropocene - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1272611986091803/,10/4/2016
The end of pasta? Not funny!,9/30/2016,"comedy, Peterson Toscano, Sara Peach","Arts, Food & Agriculture","2016-09-30 Yale Climate Connections -- Will we run out of pasta!? Peterson Toscano, a theolog...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/09/the-end-of-pasta-not-funny/,$7.74,6057341138294,786,90,14,,$0.0860,$0.553,#DIV/0!,,114.504,0,"Will we run out of pasta!? Peterson Toscano, a theologian, gay activist and comedian shares his aha moment when me made the link between climate change, human rights, faith, food and even his identity as a gay man.  Peterson Toscano #climatechange #apastalypse 

Learn more about Peterson and his comedic insights on today’s episode of the Yale Climate Connections Radio Show.",The end of pasta? Not funny! - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1280164762003192/,10/4/2016
Warmer temps becoming the norm,7/19/2016,"Bud Ward, weather",Weather,Climate Central Chief Meteorologist Bernadette Woods Placky talks about recor...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/warmer-temps-becoming-the-norm/,$9.44,6053366627694,780,48,6,,$0.1967,$1.573,#DIV/0!,,61.538,0,Climate Central Chief Meteorologist Bernadette Woods Placky talks about record-breaking temps and other trends on today's episode.,Warmer temps becoming the norm - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1217343114952024/,8/4/2016
"Little Haiti, a Miami community built by refugees, sits on prime high ground",1/18/19 7:00,Sarah Kennedy,Jobs &amp; Economy,2019-01-27 Yale Climate Connections -- Marleine Bastien works to protect her Haitian immigran...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/little-haiti-sits-on-prime-high-ground/,$3.37,6108409260694,767,155,8,33,$0.0217,$0.421,$0.10,8,202.086,43,Marleine Bastien works to protect her Haitian immigrant community in Florida from climate-change-induced gentrification:,"A Miami community built by refugees sits on higher ground than its neighbors. Now, it’s being gentrified.",https://www.facebook.com/130268756992804/posts/2263725313647127/,2/4/2019
Multiple benefits seen in 'driving green',7/15/2016,"Chevy Spark, David Appell, electric vehicles",Energy,Have you ever wondered what it's like to own an electric vehicle? One Oregon ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/multiple-benefits-seen-in-driving-green/,$4.95,6053989482494,761,49,6,,$0.1010,$0.825,#DIV/0!,,64.389,0,Have you ever wondered what it's like to own an electric vehicle? One Oregon EV owner tells his story about the multiple benefits of driving green on today's episode.,Multiple benefits seen in 'driving green' - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1224689217550747/,8/4/2016
Business leadership on climate seen as key,1/26/2017,"Bruce Lieberman, global carbon emissions","Energy, Feature Article, Policy",2017-01-27 Yale Climate Connections -- With expectations of a much lower federal leadership r...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/01/business-leadership-on-climate-seen-as-key/,$1.58,6063659769494,745,79,6,,$0.0200,$0.263,#DIV/0!,,106.040,0,"With expectations of a much lower federal leadership role on controlling carbon emissions, key sectors of the business community are seen by some as maintaining momentum.","Business Leadership on Climate Seen as Key, by Bruce Lieberman",https://www.facebook.com/130268756992804/posts/1404469839572683/,2/16/2017
The Edmonton Declaration calls on cities to lead on climate change,2/8/19 7:00,NULL,Policy &amp; Politics,2019-03-05 Yale Climate Connections -- Have questions about the Green New Deal resolution? St...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/green-new-deal-decisions-hinge-on-four-key-questions/,$8.46,6111152863094,690,179,8,21,$0.0473,$1.058,$0.40,8,259.420,30,Have questions about the Green New Deal resolution? Start here:,Green New Deal decisions hinge on four key questions » by Dana Nuccitelli,https://www.facebook.com/130268756992804/posts/2326300760722915/,4/4/2019
Solar skeptic no more,8/8/2016,"Bruce Lieberman, solar energy","Economics, Energy","Solar power isn't perfect, but with falling prices, it is finding its place i...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/solar-skeptic-no-more/,$6.15,6054511966894,674,120,15,,$0.0513,$0.410,#DIV/0!,,178.042,0,"Solar power isn't perfect, but with falling prices, it is finding its place in the sun. Hear why many are changing their position on the energy source on today's episode.",Solar skeptic no more ,https://www.facebook.com/130268756992804/posts/1231505796869089/,9/4/2016
Yellowstone and climate change,11/1/2016,"Diana Madson, national parks, Yellowstone National Park",Ecosystems,2016-11-02 Yale Climate Connections -- Climate change and wildfires are transforming Yellowst...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/yellowstone-and-climate-change/,$5.49,6059190789294,653,83,7,,$0.0661,$0.784,#DIV/0!,,127.106,0,Climate change and wildfires are transforming Yellowstone National Park.  Listen in to learn what scientists are observing about the park's changing landscape.,"Yellowstone and Climate Change
",https://www.facebook.com/130268756992804/posts/1312748762078125/,12/4/2016
Not in database,n/a,n/a,n/a,2019-05-13 Yale Climate Connections -- New green schoolyards provide multiple benefits: flood...,#N/A,#N/A,,$6.64,6116594657694,618,242,17,6,$0.0274,$0.391,$1.11,8,391.586,10,,,,6/4/2019
The art and science of naming storms,10/21/2016,"David Appell, hurricanes",Weather,2016-10-21 Yale Climate Connections -- The World Meteorological Organization has been naming ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/the-art-and-science-of-naming-storms/,$3.84,6058587331494,613,66,6,,$0.0582,$0.640,#DIV/0!,,107.667,0,"The World Meteorological Organization has been naming tropical storms since 1950 but, they’re running out of names.  Once a storm turns deadly, its name can never be used again.  Due to climate change, experts are predicting future storms to be more deadly, lending to more names being retired.  Listen to today’s episode and learn more about naming tropical storms.",The art and science of naming storms ,https://www.facebook.com/130268756992804/posts/1301535689866099/,11/4/2016
How to sort out good-faith questions about climate change,12/14/18 15:00,Karin Kirk,"Communicating Climate, Feature Article",2018-12-18 Yale Climate Connections -- Some people have honest misunderstandings about climat...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/12/identifying-good-faith-questions-about-climate/,$7.39,6105734772894,602,127,16,8,$0.0582,$0.462,$0.92,6,210.963,13,"Some people have honest misunderstandings about climate change. Here's how to weed out the trolls. 

https://www.yaleclimateconnections.org/2018/12/identifying-good-faith-questions-about-climate/",Identifying good-faith questions about climate » by Karin Kirk,https://www.facebook.com/130268756992804/posts/2216526948366964/,1/4/2019
Not in database,n/a,n/a,n/a,"2019-02-08 Yale Climate Connections -- Tabasco addicts, take note:",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/maker-of-tabasco-sauce-preps-for-floods,$5.20,6109337146294,596,159,6,23,$0.0327,$0.867,$0.23,9,266.779,39,"Tabasco addicts, take note:",How the company that makes Tabasco sauce is preparing for floods,https://www.facebook.com/130268756992804/posts/2294003820619276/,3/4/2019
Simulator: The climate in a post-elections America,10/13/2016,"2016 presidential election, Donald Trump, Hilary Clinton, Sara Peach, Senate","Feature Article, Policy",2016-10-13 Yale Climate Connections -- Use our handy simulator to see what could be in store ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/climate-simulator-trump-clinton-and-senate/,$4.50,6058168398294,595,68,10,,$0.0662,$0.450,#DIV/0!,,114.286,0,Use our handy simulator to see what could be in store for addressing climate change under a Clinton or Trump administration and in a new Senate.,Simulator: The climate in a post-elections America - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1293027267383608/,11/4/2016
How family size shapes your carbon footprint,3/29/19 7:05,Craig K. Chandler,"Feature Article, Religion &amp; Morality",2019-03-26 Yale Climate Connections -- Here's a surprisingly simple way to reduce your carbon...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/03/want-to-burn-less-gas-drive-slower/,$5.50,6112703049094,584,151,17,8,$0.0364,$0.324,$0.69,8,258.562,14,Here's a surprisingly simple way to reduce your carbon pollution. This is the first installment of a 5-part series by Craig K. Chandler this week on how to reduce your carbon footprint. Check it out.,Want to burn less gas? Drive slower. » by Craig K. Chandler,https://www.facebook.com/130268756992804/posts/2363926976960293/,4/4/2019
Why a Reagan-loving Republican worries about climate change,1/29/19 7:00,NULL,Policy &amp; Politics,2019-01-29 Yale Climate Connections -- Republican Rouzy Vafaie says that when he learned abou...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/reagan-loving-republican-worries-about-the-climate/,$4.01,6108583102294,580,109,5,3,$0.0368,$0.802,$1.34,10,187.931,5,"Republican Rouzy Vafaie says that when he learned about free-market solutions to climate change, “that’s when I actually felt like I had the ammunition to tackle the issue:”",Why a Reagan-loving Republican worries about the climate ,https://www.facebook.com/130268756992804/posts/2280541385298853/,2/4/2019
Not in database,n/a,n/a,n/a,We now have a way for you to submit YOUR climate story at our website. Hope y...,#N/A,#N/A,http://www.yaleclimateconnections.org/whats-your-climate-story/,$5.14,6055123012294,574,37,3,,$0.1389,$1.713,#DIV/0!,,64.460,0,We now have a way for you to submit YOUR climate story at our website. Hope you'll check it out ... and share this with friends and colleagues you think may also be interested.,What's Your Climate Story? - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1240731179279884/,9/4/2016
Girl scouts teach parents energy-saving steps,11/23/2016,"David Appell, energy saving, Girl Scouts",Energy,2016-11-23 Yale Climate Connections -- If there isn't already a Girl Scouts patch for being g...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/girl-scouts-teach-parents-energy-saving-steps/,$4.52,6060353686494,566,64,3,,$0.0706,$1.507,#DIV/0!,,113.074,0,"If there isn't already a Girl Scouts patch for being green, there may be one soon!  Listen in to hear how the Girl Scouts of America are spreading energy saving advice as well as selling their delicious cookies. Oregon State University",Girl Scouts Teach Parents Energy-Saving Steps,https://www.facebook.com/130268756992804/posts/1325019850851016/,12/4/2016
A nuclear fix for warming: Worth it?,8/2/2016,"Bruce Lieberman, nuclear energy, pros and cons","Energy, Feature Article","Nuclear Energy: Key to Climate Fight, or Dangerous Diversion?

Some back read...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/is-a-nuclear-fix-for-warming-worth-it/,$5.55,6054183368894,562,76,4,,$0.0730,$1.388,#DIV/0!,,135.231,0,"Nuclear Energy: Key to Climate Fight, or Dangerous Diversion?

Some back readiness to expand nuclear power, if only as last resort in warming planet. Read more on the pros and cons of nuclear energy in the context of climate change.",A nuclear fix for warming: Worth it? by Bruce Lieberman,https://www.facebook.com/130268756992804/posts/1227003860652616/,9/4/2016
Partnership protects drinking water from wildfires,10/18/2016,"Diana Madson, Forest Service, water resources, wildfires",Ecosystems,"2016-10-18 Yale Climate Connections -- Wildfires don’t just threaten forests, wildlife and ho...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/partnership-protects-drinking-water-from-wildfires/,$2.43,6058396545694,560,80,15,,$0.0304,$0.162,#DIV/0!,,142.857,0,"Wildfires don’t just threaten forests, wildlife and homes; they pollute clean drinking water.  A catastrophic wildfire can dump over a million tons of ash into nearby reservoirs.  Listen to today’s episode and learn how new partnerships are forming to adapt, mitigate and prevent the effects of forest fires on local drinking water.",Partnership protects drinking water from wildfires ,https://www.facebook.com/130268756992804/posts/1298377230181945/,11/4/2016
Planting trees offers cool reprieve,7/13/2017,"Eileen Mignoni, public health, trees","Ecosystems, Public Health","2017-07-13 Yale Climate Connections -- “If we do nothing in San Fernando, we will see severe ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/07/planting-trees-offers-cool-reprieve/,$2.58,6072371099294,547,74,7,2,$0.0349,$0.369,$1.29,,135.283,4,"“If we do nothing in San Fernando, we will see severe impacts from climate change,”  says Cindy Montañez of the nonprofit TreePeople.",This group is fighting climate change with shade from trees,https://www.facebook.com/130268756992804/posts/1578988565454142/,8/4/2017
"New 'global weirding' series informs, entertains",11/21/2016,"climate change, global warming, Global Weirding, Katharine Hayhoe, Sara Peach","Faith & Ethics, Feature Article, Science",2016-11-23 Yale Climate Connections -- Scientist Katharine Hayhoe answers burning questions a...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/new-global-weirding-series-informs-entertains/,$5.16,6060312533294,543,73,16,,$0.0707,$0.323,#DIV/0!,,134.438,0,"Scientist Katharine Hayhoe answers burning questions about global warming, and explains why everyone - yes, everyone - can care about it. Here's the first installment of her entertaining bimonthly video series recently launched. Listen in!","New 'global weirding' series informs, entertains - Yale Climate Connections",https://www.facebook.com/130268756992804/posts/1336788443007490/,12/4/2016
Charging ahead with electric vehicles,7/11/2016,"Daniel Grossman, electric cars, electric vehicles",Energy,"Someday soon, #electricvehicles could be charged remotely via wireless techno...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/charging-ahead-with-electric-vehicles/,$4.54,6053720396894,528,53,10,,$0.0857,$0.454,#DIV/0!,,100.379,0,"Someday soon, #electricvehicles could be charged remotely via wireless technology. Hear more about the future of EVs on today's episode.",Charging ahead with electric vehicles - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1221419544544381/,8/4/2016
"Red, race and blue",10/26/2016,"Michael Svoboda, Policy","Economics, Feature Article, Policy",2016-10-27 Yale Climate Connections -- Bill McKibben and other activists are calling for a Wo...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/red-race-and-blue/,$3.06,6058833247894,513,63,6,,$0.0486,$0.510,#DIV/0!,,122.807,0,Bill McKibben and other activists are calling for a World War II-style mobilization to fight climate change. But would Americans trust the government to carry it out? In-depth analysis ... Read more at our website.,"Red, Race and Blue, by Michael Svoboda",https://www.facebook.com/130268756992804/posts/1306983742654627/,11/4/2016
The Sahara Desert is getting bigger,7/18/18 7:00,Diana Madson,Food &amp; Agriculture,2018-07-18 Yale Climate Connections -- The Sahara is already larger than the lower 48 U.S. st...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/the-sahara-desert-is-getting-bigger/,$4.77,6094722976494,512,83,14,8,$0.0575,$0.341,$0.60,8,162.109,16,The Sahara is already larger than the lower 48 U.S. states.,The vast Sahara desert is getting even bigger,https://www.facebook.com/130268756992804/posts/1983231281696533/,8/4/2018
Not in database,n/a,n/a,n/a,"2016-12-07 Yale Climate Connections -- Thanksgiving, originally a day to give thanks and bles...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/01/food-foolish-means-wasted-energy/,$4.40,6061114129894,496,46,6,,$0.0957,$0.733,#DIV/0!,,92.742,0,"Thanksgiving, originally a day to give thanks and bless the year’s harvest has become much more. Nowadays, it’s about family, food, overeating and leftovers. In high spirits, we're excited to enrich our regularly scheduled content by sharing an additional daily story related to food from our 2016 collection. Listen in below for more on food waste as it relates to energy.",Food foolish means wasted energy ,https://www.facebook.com/130268756992804/posts/1335848796434788/,1/4/2017
Sea ice video addresses key questions,10/17/2016,"Arctic sea ice, Peter Sinclair, This is not cool, videos","Polar Ice, Science Questions",2016-10-18 Yale Climate Connections -- Our new video addresses questions related to the what-...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/sea-ice-video-addresses-key-questions/,$2.27,6058365942894,462,66,7,,$0.0344,$0.324,#DIV/0!,,142.857,0,Our new video addresses questions related to the what-how-why of changing Arctic sea ice. It also explores the impacts of those changes on weather patterns far and wide. Listen in for 6 minutes ...,Sea ice video addresses key questions - Yale Climate Connections,https://www.facebook.com/130268756992804/posts/1297612896925045/,11/4/2016
Calculate ways to save water,7/25/2016,"Lisa Palmer, water conservation, Water Footprint Calculator",Sustainability,The water out of our tap is just a small fraction of the water we use. When y...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/07/calculate-ways-to-save-water/,$6.11,6053719847494,453,47,13,,$0.1300,$0.470,#DIV/0!,,103.753,0,"The water out of our tap is just a small fraction of the water we use. When you add the water used to produce the food we eat, fuel we burn, and products we buy, the total goes up - way up. Hear more on today's episode.",How much water do you really use? ,https://www.facebook.com/130268756992804/posts/1221155857904083/,8/4/2016
The problem with ignoring people's emotions about climate change,4/4/19 7:05,Jeffrey T. Kiehl,"Communicating Climate, Feature Article","2019-04-11 Yale Climate Connections -- Some innovative nuclear technologies seem promising, b...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/should-a-green-new-deal-include-nuclear-power/,$4.32,6114106644894,452,93,1,6,$0.0465,$4.320,$0.72,10,205.752,13,"Some innovative nuclear technologies seem promising, but they won’t be ready for widespread deployment anytime soon.",Should a Green New Deal include nuclear power? » by Peter Sinclair,https://www.facebook.com/130268756992804/posts/2388758947810429/,5/4/2019
"I feel guilty about flying, but I have a sick relative and a wedding coming up. Help!'",2/13/19 7:05,Sara Peach,"Feature Article, Transportation","2019-02-13 Yale Climate Connections -- In the latest edition of the #AskSara advice column, S...",#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/i-feel-guilty-about-flying-help/,$5.51,6109696914094,449,97,3,8,$0.0568,$1.837,$0.69,6,216.036,18,"In the latest edition of the #AskSara advice column, Sara examines the limitations of worrying about your carbon footprint.",I feel guilty about flying. Help!' » Yale Climate Connections,https://www.facebook.com/130268756992804/posts/2303219566364368/,3/4/2019
Nurses sounding the alarm on climate change,1/22/19 7:05,Samantha Harrington,"Feature Article, Health",2019-01-27 Yale Climate Connections -- Nurses are working to heal their biggest patient yet: ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/nurses-sounding-alarm-on-climate-change/,$3.24,6108391597294,443,105,7,1,$0.0309,$0.463,$3.24,9,237.020,2,Nurses are working to heal their biggest patient yet: the planet.,Nurses sounding alarm on climate change » by Samantha Harrington,https://www.facebook.com/130268756992804/posts/2270413802978278/,2/4/2019
"Summon a self-driving car, please",8/31/2016,"autonomous vehicles, Bud Ward, Express Drive, General Motors, Lyft, self driving cars","Energy, Sustainability","Lyft’s transportation policy director, Emily Castor, says they believe the fu...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/summon-a-self-driving-car-please/,$4.45,6056517905094,436,34,4,,$0.1309,$1.113,#DIV/0!,,77.982,0,"Lyft’s transportation policy director, Emily Castor, says they believe the future of transportation is a network of self-driving, on-demand, electric cars. Hear how Lyft and General Motors are working together to realize this goal on today's episode.","Siri: Summon a self-driving car, please ",https://www.facebook.com/130268756992804/posts/1251635618189440/,10/4/2016
Consumers lukewarm on self-driving vehicles,8/30/2016,"autonomous vehicles, Bud Ward, public attitudes, self driving cars","Energy, Sustainability",Self-driving cars are poised to revolutionize transportation – especially if ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/08/consumers-lukewarm-on-self-driving-vehicles/,$4.41,6055655828694,418,38,2,,$0.1161,$2.205,#DIV/0!,,90.909,0,Self-driving cars are poised to revolutionize transportation – especially if they’re available on demand. But will people embrace the technology? Hear more on today's episode as we continue our week focusing on the future of driving.,Consumers lukewarm on self-driving vehicles,https://www.facebook.com/130268756992804/posts/1250664284953240/,9/4/2016
American politics and global climate change,10/26/2016,"book reviews, Michael Svoboda, Policy","Feature Article, Policy","2016-10-27 Yale Climate Connections -- To understand the politics of climate change, one must...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/american-politics-and-global-climate-change/,$3.53,6058833752094,408,51,7,,$0.0692,$0.504,#DIV/0!,,125.000,0,"To understand the politics of climate change, one must first understand how profoundly American politics have changed since World War II. Here's some current books on it ...",American Politics and Global Climate Change,https://www.facebook.com/130268756992804/posts/1306988539320814/,11/4/2016
Virtual-reality app shows future sea-level rise in San Francisco,1/22/19 7:00,NULL,"Arts &amp; Culture, Oceans",2019-01-27 Yale Climate Connections -- Do you ever think about how climate change will alter ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/01/app-shows-future-sea-level-rise/,$2.97,6108409257694,406,97,5,3,$0.0306,$0.594,$0.99,,238.916,7,"Do you ever think about how climate change will alter the place where you live? In the Bay Area, there’s an app for that:","With this virtual-reality app, you can see future sea-level rise in San Francisco",https://www.facebook.com/130268756992804/posts/2269795409706784/,2/4/2019
New business adds soul to streetscapes,10/28/2016,"Bridgett Ennis, recycling, streetscapes",Sustainability,"2016-10-28 Yale Climate Connections -- Meet Scott Smith, founder of Experienced Brick and Sto...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/new-business-adds-soul-to-streetscapes/,$2.92,6058931070694,386,51,4,,$0.0573,$0.730,#DIV/0!,,132.124,0,"Meet Scott Smith, founder of Experienced Brick and Stone, a company that reclaims street brick before it’s sent to a landfill.  Producing construction material creates a lot of pollution therefore, reusing old materials reduces the environmental impacts.  Tune in today and learn how Smith is adding soul to new streets, without adding to global warming.",New Business Adds Soul to Streetscapes.  ,https://www.facebook.com/130268756992804/posts/1307792569240411/,11/4/2016
Ski area adapts to less snow,11/4/2016,"David Appell, Mount Ashland Ski Area, skiing","Ecosystems, Weather",2016-11-04 Yale Climate Connections -- Mt. Ashland Ski Area in Oregon is already adapting to ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/ski-area-adapts-to-less-snow/,$3.62,6059300647694,331,45,4,,$0.0804,$0.905,#DIV/0!,,135.952,0,"Mt. Ashland Ski Area in Oregon is already adapting to climate change. When they did not have enough snow to open for the 2013 season, they decided to take action. Listen in to learn how their business is becoming more resilient and less dependent upon snow.",Ski Area Adapts to Less Snow,https://www.facebook.com/130268756992804/posts/1313810588638609/,12/4/2016
A single farm produces well-rounded diet,10/12/2016,"agriculture, Daisy Simmons, farming","Food & Agriculture, Sustainability","2016-11-22 Yale Climate Connections -- Thanksgiving, originally a day to give thanks and bles...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/a-single-farm-produces-well-rounded-diet/,$4.09,6060260689294,322,30,2,,$0.1363,$2.045,#DIV/0!,,93.168,0,"Thanksgiving, originally a day to give thanks and bless the year’s harvest has become much more.  Nowadays, it’s about family, food, overeating and leftovers.  In high spirits, we're excited to enrich our regularly scheduled content by sharing an additional daily story related to food from our 2016 collection.  Listen in for more on farming a well-rounded diet.",A single farm produces well-rounded diet ,https://www.facebook.com/130268756992804/posts/1335840033102331/,12/4/2016
New book helps parents act on climate,6/22/18 7:00,Daisy Simmons,Youth,2018-06-22 Yale Climate Connections -- This book guides parents and kids who want to help wit...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/06/new-book-helps-parents-act-on-climate/,$2.48,6092935558894,262,20,,,$0.1240,#DIV/0!,#DIV/0!,,76.336,0,This book guides parents and kids who want to help with climate change.,A new guide for parents who want to act on climate,https://www.facebook.com/130268756992804/posts/1941182935901368/,7/4/2018
Not in database,n/a,n/a,n/a,"2017-01-02 Yale Climate Connections -- ""Three quarters of Americans rarely or never discuss g... - Copy_6062384637694",#N/A,#N/A,http://sustainability.thomsonreuters.com/2016/12/22/digital-media-are-shaking-up-reporting-on-climate-change/,$5.18,6062384637694,254,29,7,,$0.1786,$0.740,#DIV/0!,,114.173,0,"""Three quarters of Americans rarely or never discuss global warming with family or friends"":  http://bit.ly/2cQGHqz. New digital-born players like Huffington Post, BuzzFeed and Vice are finding ways to tackle this issue. Via Thomson Reuters",Digital media are shaking up reporting on climate change | | Thomson Reuters,https://www.facebook.com/130268756992804/posts/1376857655667235/,1/8/2017
