"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
130268756992804_2411367888882868,https://www.facebook.com/YaleClimateConnections/posts/2411367888882868,"Earth Day activities continue for many throughout the week. These 12 recommended reads will help you keep in the spirit:",Link,,,"04/24/2019 09:00:01 AM"," ",30111,8598,21310,37764,11363,26401,5836,293,319,14,15,4723,3630,3,2,256,0,0,0,0,0,0,0,0,0,0,551,5556,46,562,5621,72,145,155,1,,164,154,1,,1,14,,1,13,
130268756992804_2412468528772804,https://www.facebook.com/YaleClimateConnections/posts/2412468528772804,"Farmer Leah Penniman of Soul Fire Farm says supporting aspiring farmers of color is one step toward creating a more just food system — and one that is better prepared for climate change:",Link,,,"04/24/2019 05:15:05 AM"," ",11614,5183,6843,15215,6930,8285,1657,182,230,9,10,4581,3365,2,2,212,0,0,0,0,0,0,0,0,0,0,180,1489,36,180,1508,83,110,77,,,151,79,,,,10,,,9,
130268756992804_2411004642252526,https://www.facebook.com/YaleClimateConnections/posts/2411004642252526,"Do your children know how to stay safe in a flood? 

That's just one of the skills that will help them cope with climate change:",Link,,,"04/23/2019 07:01:25 AM"," ",6637,5399,1234,8407,6680,1727,550,180,225,5,6,4606,3504,2,1,179,0,0,0,0,0,0,0,0,0,0,92,397,19,95,410,35,83,112,,,109,116,,,1,5,,1,4,
130268756992804_2410952932257697,https://www.facebook.com/YaleClimateConnections/posts/2410952932257697,"“We’re essentially all in on electric buses right now.” — Adam Fischer, director of transportation of Greensboro, North Carolina",Link,,,"04/23/2019 06:20:05 AM"," ",16870,6365,10628,22246,8637,13609,2765,284,329,7,8,4816,3370,5,4,252,0,0,0,0,0,0,0,0,0,0,272,2525,72,272,2614,170,149,147,,,182,147,,,1,7,,1,6,
130268756992804_2409286465757677,https://www.facebook.com/YaleClimateConnections/posts/2409286465757677,"Learn how your city’s climate might feel in 60 years:",Link,,,"04/22/2019 06:15:12 AM"," ",6355,4991,1284,8143,6627,1516,634,439,562,6,6,4968,3607,0,0,310,0,0,0,0,0,0,0,0,0,0,72,253,21,72,260,47,110,379,,,172,390,,,2,4,,2,4,
130268756992804_2403515653001425,https://www.facebook.com/YaleClimateConnections/posts/2403515653001425,"Cities and towns across the country are responding to public demand for 100% renewable energy.",Link,,,"04/19/2019 06:15:53 AM"," ",23438,8929,14700,31663,12169,19494,3847,286,349,3,3,5657,3920,3,3,346,0,0,0,0,0,0,0,0,0,0,420,3566,96,431,3566,238,168,128,,,219,130,,,,3,,,3,
130268756992804_2400711323281858,https://www.facebook.com/YaleClimateConnections/posts/2400711323281858,"Carbon pollution from fossil fuels is contributing to: 
 ✅ ocean acidification 
 ✅ the loss of marine oxygen 
 ✅ sea-level rise",Link,,,"04/18/2019 09:00:02 AM"," ",6267,3887,2291,8215,5191,3024,788,108,135,5,6,3227,2464,4,4,140,0,0,0,0,0,0,0,0,0,0,107,682,20,114,697,69,72,39,,,96,39,,,,6,,,5,
130268756992804_2402023249817332,https://www.facebook.com/YaleClimateConnections/posts/2402023249817332,"As springtime arrives, here’s some advice for climate-friendly lawn maintenance #TBT: https://www.yaleclimateconnections.org/2018/04/how-perfect-lawns-can-make-climate-change-worse/",Link,,,"04/18/2019 08:13:03 AM"," ",6600,5838,861,9146,7959,1187,635,323,442,8,9,5539,3954,0,0,309,0,0,0,0,0,0,0,0,0,0,91,355,42,91,367,55,151,212,,,231,211,,,,9,,,8,
130268756992804_2401858749833782,https://www.facebook.com/YaleClimateConnections/posts/2401858749833782,"“Most times in education we're hoping we're preparing kids for the future. And this is one of the unique times where we've been able to sit down with the people who will be hiring that can tell us what exactly it is they want the kids know and be able to do.” — Barbara Morse",Link,,,"04/18/2019 06:15:22 AM"," ",15315,6489,9154,20891,8931,11960,2685,272,334,4,4,4298,2954,5,4,252,0,0,0,0,0,0,0,0,0,0,276,2431,59,283,2431,224,155,134,,,197,137,,,,4,,,4,
130268756992804_2400707863282204,https://www.facebook.com/YaleClimateConnections/posts/2400707863282204,"Many have expected that people will take notice as global warming makes extreme weather events more common. New research casts doubt on that theory.",Link,,,"04/17/2019 11:46:37 AM"," ",7893,5702,2240,9831,6932,2899,717,167,259,5,6,4180,3117,0,0,202,0,0,0,0,0,0,0,0,0,0,116,565,29,116,590,99,89,84,,,172,87,,,1,5,,1,4,
130268756992804_2400209379998719,https://www.facebook.com/YaleClimateConnections/posts/2400209379998719,"Is it worth investing in a clean energy source that may not be able to produce electricity for decades? Mike Mauel of Columbia University says yes:",Link,,,"04/17/2019 05:14:03 AM"," ",5628,4259,1193,7431,5991,1440,531,218,323,10,11,4808,3319,1,1,223,0,0,0,0,0,0,0,0,0,0,30,337,77,31,344,155,155,78,,,245,78,,,2,9,,2,8,
130268756992804_2398722956814028,https://www.facebook.com/YaleClimateConnections/posts/2398722956814028,"Climate change is a public health issue:",Link,,,"04/16/2019 06:12:02 AM"," ",19721,6550,13328,25378,8712,16666,3058,207,272,6,7,3518,2464,5,4,151,0,0,0,0,0,0,0,0,0,0,486,2645,98,510,2729,209,100,111,2,,158,112,2,,1,6,,1,5,
130268756992804_2397823626903961,https://www.facebook.com/YaleClimateConnections/posts/2397823626903961,"A climate denier-turned-advocate offers tips for talking to people who are still unsure about climate change: 
✅ Make it personal 
✅ Emphasize free-market solutions 
✅ Talk about the benefits of wind and solar",Link,,,"04/16/2019 04:00:01 AM"," ",4025,4025,0,5342,5342,0,201,139,229,6,7,3723,2689,0,0,154,0,0,0,0,0,0,0,0,0,0,24,85,21,28,85,50,103,60,,,168,61,,,,7,,,6,
130268756992804_2397031676983156,https://www.facebook.com/YaleClimateConnections/posts/2397031676983156,"Environmental justice advocate Eddie Bautista says focusing on bouncing back after climate-induced disasters is not enough. “For us, bouncing back to what? Bouncing back to an inequitable system that disproportionately affects low-income communities of color negatively? No!”",Link,,,"04/15/2019 05:11:01 AM"," ",4061,4061,0,5443,5443,0,187,80,95,5,5,4781,3527,0,0,172,0,0,0,0,0,0,0,0,0,0,25,133,2,26,136,3,62,20,,,74,21,,,,5,,,5,
130268756992804_2391497260869931,https://www.facebook.com/YaleClimateConnections/posts/2391497260869931,"Will eating bugs, a climate-friendly protein, be normal in 10 years?",Link,,,"04/12/2019 05:15:03 AM"," ",6712,6712,0,9140,9140,0,326,228,304,13,14,6050,4165,0,0,262,0,0,0,0,0,0,0,0,0,0,38,131,66,39,133,101,188,51,,,254,50,,,,14,,,13,
130268756992804_2390437460975911,https://www.facebook.com/YaleClimateConnections/posts/2390437460975911,"As spring weather finally arrives, birds are calling once again. But are you hearing the same ones as in years past? #TBT",Link,,,"04/11/2019 11:29:04 AM"," ",14636,6971,7741,18817,9857,8931,2152,341,427,3,5,5331,3466,2,2,276,0,0,0,0,0,0,0,0,0,0,321,1862,73,337,1887,203,150,203,,,223,204,,,,5,,,3,
130268756992804_2388758947810429,https://www.facebook.com/YaleClimateConnections/posts/2388758947810429,"Some innovative nuclear technologies seem promising, but they won’t be ready for widespread deployment anytime soon.",Link,,,"04/11/2019 09:00:00 AM"," ",6886,6449,456,9659,9087,572,579,369,807,8,9,6727,4694,0,0,367,0,0,0,0,0,0,0,0,0,0,32,265,163,35,273,395,321,69,,,735,72,,,2,7,,2,6,
130268756992804_2390029741016683,https://www.facebook.com/YaleClimateConnections/posts/2390029741016683,"Are bison the new climate stewards?",Link,,,"04/11/2019 06:14:03 AM"," ",33366,16184,17959,44617,22422,22195,5145,1093,1246,15,16,8525,5811,7,6,635,0,0,0,0,0,0,0,0,0,0,630,4278,111,646,4278,238,353,800,1,,463,781,2,,3,13,,3,12,
130268756992804_2388753277810996,https://www.facebook.com/YaleClimateConnections/posts/2388753277810996,"Uh oh.",Link,,,"04/10/2019 09:28:33 AM"," ",9779,6471,3702,13077,8529,4548,1286,320,393,5,6,4589,3466,1,1,270,0,0,0,0,0,0,0,0,0,0,205,992,67,208,1017,82,144,186,,,206,187,,,,6,,,5,
130268756992804_2388487657837558,https://www.facebook.com/YaleClimateConnections/posts/2388487657837558,"In the face of climate change, “all industries have to change,” says Sharan Burrow of the International Trade Union Confederation. And that means jobs will change, too.",Link,,,"04/10/2019 06:07:01 AM"," ",7353,4775,2531,10283,6754,3529,1078,176,270,7,8,4860,3482,0,0,290,0,0,0,0,0,0,0,0,0,0,128,925,35,134,925,66,132,47,,,223,47,,,1,7,,1,6,
130268756992804_2386859308000393,https://www.facebook.com/YaleClimateConnections/posts/2386859308000393,"Here’s some inspiration for all renewable energy advocates: https://www.yaleclimateconnections.org/2019/04/how-an-island-doubled-its-solar-capacity/",Link,,,"04/09/2019 05:29:03 AM"," ",7297,4694,2659,9794,6468,3326,992,290,323,5,5,4745,3355,1,1,262,0,0,0,0,0,0,0,0,0,0,91,837,14,92,860,36,118,184,,,141,182,,,1,4,,1,4,
130268756992804_2385276788158645,https://www.facebook.com/YaleClimateConnections/posts/2385276788158645,"The Trump administration is considering establishing a special commission to investigate whether there’s a link between climate change and national security. We already know.",Link,,,"04/08/2019 09:00:02 AM"," ",6594,4704,1794,8732,6402,2330,737,217,346,8,13,4862,3654,1,1,254,0,0,0,0,0,0,0,0,0,0,81,568,52,82,582,113,153,81,,,265,81,,,2,11,,2,6,
130268756992804_2385286834824307,https://www.facebook.com/YaleClimateConnections/posts/2385286834824307,"Solar can save lives: https://bit.ly/2IfTIKp",Link,,,"04/08/2019 05:29:01 AM"," ",26425,7094,19205,34840,9683,25157,5267,229,270,2,7,4718,3289,9,9,243,0,0,0,0,0,0,0,0,0,0,534,4969,25,534,5080,47,118,113,,,154,116,,,,7,,,2,
130268756992804_2380769438609380,https://www.facebook.com/YaleClimateConnections/posts/2380769438609380,"Reducing our carbon emissions to meet Paris goals will require a major effort -- and reforestation will likely need to be part of the solution.",Link,,,"04/05/2019 11:00:02 AM"," ",15749,10459,5507,21041,13795,7246,2175,308,442,10,13,7121,5390,2,2,435,0,0,0,0,0,0,0,0,0,0,299,1943,80,302,1971,140,237,86,,,356,86,,,2,10,1,2,8,1
130268756992804_2380630981956559,https://www.facebook.com/YaleClimateConnections/posts/2380630981956559,"L.A. nonprofit Mujeres de la Tierra organizes “Telenovelas in the Park,” outdoor plays that use a soap-opera style to teach audiences about environmental topics:",Link,,,"04/05/2019 05:30:42 AM"," ",2395,2395,0,3329,3329,0,63,33,38,2,3,3065,2164,0,0,58,0,0,0,0,0,0,0,0,0,0,3,48,3,3,48,3,32,3,,,35,3,,,,3,,,2,
130268756992804_2379483292071328,https://www.facebook.com/YaleClimateConnections/posts/2379483292071328,"Years ago, a scientist made one key change to the way he talks about the climate. It made a crucial difference.",Link,,,"04/04/2019 11:00:01 AM"," ",5688,4082,1582,7484,5505,1979,575,243,330,7,8,4172,3050,0,0,210,0,0,0,0,0,0,0,0,0,0,49,403,20,49,413,82,93,169,,,155,175,,,1,7,,1,6,
130268756992804_2379172965435694,https://www.facebook.com/YaleClimateConnections/posts/2379172965435694,"Armadillos receive a “warm” welcome in North Carolina:",Link,,,"04/04/2019 06:30:26 AM"," ",42901,23232,20772,55378,31682,23696,6203,950,1244,10,11,9158,6240,5,5,556,0,0,0,0,0,0,0,0,0,0,834,5282,361,834,5384,622,552,434,2,,800,442,2,,,11,,,10,
130268756992804_2377504038935920,https://www.facebook.com/YaleClimateConnections/posts/2377504038935920,"“We need to construct our streets and our cities for people. Not for cars.” —Mayor Jim Brainard",Link,,,"04/03/2019 04:30:05 AM"," ",29508,20510,8710,40814,30747,10067,3720,1402,1822,16,17,14539,9105,0,0,1355,0,0,0,0,0,0,0,0,0,0,308,2659,131,313,2676,221,646,886,,,928,894,,,2,15,,2,14,
130268756992804_2376617052357952,https://www.facebook.com/YaleClimateConnections/posts/2376617052357952,"The Midwest and Plains aren't out of danger yet.",Link,,,"04/03/2019 04:00:00 AM"," ",10245,7126,3122,13457,9777,3680,1269,435,689,4,5,5377,3821,0,0,348,0,0,0,0,0,0,0,0,0,0,149,869,105,153,886,424,234,226,1,,460,228,1,,,5,,,4,
130268756992804_2375983929087931,https://www.facebook.com/YaleClimateConnections/posts/2375983929087931,"Some people worry that climate action is too expensive. But researcher Felix Pretis of the University of Victoria in British Columbia says “the costs of inaction are much higher.”",Link,,,"04/02/2019 05:30:24 AM"," ",12468,5481,7550,16535,7491,9044,1969,210,318,11,15,3973,2696,3,3,248,0,0,0,0,0,0,0,0,0,0,302,1742,82,308,1781,375,144,68,,,246,72,,,2,13,,2,9,
130268756992804_2374621032557554,https://www.facebook.com/YaleClimateConnections/posts/2374621032557554,"Have trouble bringing up difficult topics (like climate change) with friends and family? Comedy can help.",Link,,,"04/01/2019 07:43:46 AM"," ",2398,2398,0,3127,3127,0,88,46,59,3,4,2765,2099,0,0,77,0,0,0,0,0,0,0,0,0,0,10,52,5,10,52,8,27,21,,,37,22,,,1,3,,1,2,
130268756992804_2374383449247979,https://www.facebook.com/YaleClimateConnections/posts/2374383449247979,"This family made an upfront investment to reduce their carbon emissions. Now, they’re reaping the benefits:",Link,,,"04/01/2019 04:30:21 AM"," ",7579,4616,2851,9846,6465,3381,883,262,302,7,8,5084,3527,1,1,281,0,0,0,0,0,0,0,0,0,0,67,700,13,67,700,57,97,177,,,120,182,,,1,7,,1,6,
130268756992804_2369987446354246,https://www.facebook.com/YaleClimateConnections/posts/2369987446354246,"A 2017 paper found that reducing family size was the most important lifestyle choice for reducing personal carbon emissions. 

This is the fifth installment of a 5-part series this week on how to reduce your carbon footprint. Check it out.",Link,,,"03/29/2019 12:00:01 PM"," ",7163,4795,2149,9258,6725,2533,692,276,473,14,14,4306,3201,2,1,214,0,0,0,0,0,0,0,0,0,0,73,465,55,76,478,210,209,86,,,388,85,,,4,10,,4,10,
130268756992804_2369672253052432,https://www.facebook.com/YaleClimateConnections/posts/2369672253052432,"Residents and businesses in Albany, California, will now be automatically enrolled in carbon-free electricity plans. Has your town or city ever considered this?",Link,,,"03/29/2019 06:01:02 AM"," ",17250,7701,10004,24481,10678,13803,2689,322,402,11,12,4647,3304,7,6,245,0,0,0,0,0,0,0,0,0,0,341,2352,54,358,2352,183,177,174,,,223,179,,,1,11,,1,10,
130268756992804_2368405259845798,https://www.facebook.com/YaleClimateConnections/posts/2368405259845798,"Virtually every consumer product has a carbon footprint, so sometimes the best option is not to buy, Craig Chandler writes. 

This is the fourth installment of a 5-part series this week on how to reduce your carbon footprint. Check it out.",Link,,,"03/28/2019 12:00:01 PM"," ",3996,3996,0,5465,5465,0,225,139,195,11,12,3558,2670,0,0,160,0,0,0,0,0,0,0,0,0,0,32,131,17,32,133,27,93,56,,,138,57,,,4,8,,4,7,
130268756992804_2366593616693629,https://www.facebook.com/YaleClimateConnections/posts/2366593616693629,"Celebrate Women's History Month with these books on gender and climate change.",Link,,,"03/28/2019 09:00:01 AM"," ",2298,2298,0,3110,3110,0,80,55,62,5,6,2523,1900,0,0,64,0,0,0,0,0,0,0,0,0,0,6,42,3,6,45,13,32,24,,,37,25,,,,6,,,5,
130268756992804_2368099616543029,https://www.facebook.com/YaleClimateConnections/posts/2368099616543029,"Running water: 🏃‍♀️🚰",Link,,,"03/28/2019 06:01:26 AM"," ",2487,2487,0,3285,3285,0,77,52,62,5,8,3092,2357,0,0,74,0,0,0,0,0,0,0,0,0,0,3,39,3,3,40,3,36,18,,,43,19,,,,8,,,5,
130268756992804_2366587000027624,https://www.facebook.com/YaleClimateConnections/posts/2366587000027624,"If you’ve already cut back on meat, here are four additional ways to reduce the climate impact of your food and drink. 

This is the third installment of a 5-part series this week on how to reduce your carbon footprint. Check it out.",Link,,,"03/27/2019 12:00:02 PM"," ",6746,5551,1243,9024,7491,1533,747,470,632,11,12,4442,3274,0,0,307,0,0,0,0,0,0,0,0,0,0,54,343,32,59,350,64,172,360,,,271,361,,,3,9,,3,8,
130268756992804_2366516733367984,https://www.facebook.com/YaleClimateConnections/posts/2366516733367984,"Above California, “atmospheric rivers” flow through the sky. As the climate warms, they could cause more extreme floods:",Link,,,"03/27/2019 06:01:27 AM"," ",29797,13817,16479,40737,19386,21351,4046,615,790,9,10,8292,5779,4,2,455,0,0,0,0,0,0,0,0,0,0,624,3319,214,636,3403,619,298,347,,,442,348,,,,10,,,9,
130268756992804_2365367800149544,https://www.facebook.com/YaleClimateConnections/posts/2365367800149544,"Put down that leaf blower. Here’s a climate-friendly way to care for your lawn. 

This is the second installment of a 5-part series this week on how to reduce your carbon footprint. Check it out.",Link,,,"03/26/2019 01:32:17 PM"," ",7757,5352,2601,10353,7081,3272,895,474,568,6,15,4514,3314,0,0,285,0,0,0,0,0,0,0,0,0,0,112,531,39,119,534,66,131,386,,,176,392,,,1,14,,1,5,
130268756992804_2364736270212697,https://www.facebook.com/YaleClimateConnections/posts/2364736270212697,"“Business as usual” in providing permits for mining and drilling doesn’t help achieve stated goals to reduce carbon emissions:",Link,,,"03/26/2019 06:02:08 AM"," ",9432,4188,5428,12727,5996,6731,1646,194,308,9,18,4312,2988,3,2,237,0,0,0,0,0,0,0,0,0,0,160,1474,70,166,1529,285,142,53,,,255,53,,,,18,,,9,
130268756992804_2363922733627384,https://www.facebook.com/YaleClimateConnections/posts/2363922733627384,"'Somewhere in Ohio, it got real.'",Link,,,"03/26/2019 04:00:02 AM"," ",10214,5199,5154,12617,6749,5868,1341,368,407,4,4,4564,3444,1,1,253,0,0,0,0,0,0,0,0,0,0,107,1069,18,110,1069,29,118,271,,,143,264,,,1,3,,1,3,
130268756992804_2363926976960293,https://www.facebook.com/YaleClimateConnections/posts/2363926976960293,"Here's a surprisingly simple way to reduce your carbon pollution. This is the first installment of a 5-part series by Craig K. Chandler this week on how to reduce your carbon footprint. Check it out.",Link,,,"03/25/2019 05:15:00 PM"," ",9773,9234,583,12998,12269,729,679,349,498,9,9,6900,5338,0,0,380,0,0,0,0,0,0,0,0,0,0,109,408,64,112,419,90,223,158,,,336,162,,,,9,,,9,
130268756992804_2363195997033391,https://www.facebook.com/YaleClimateConnections/posts/2363195997033391,"For Michele Combs, energy policy isn’t a partisan issue — it’s personal.",Link,,,"03/25/2019 06:00:34 AM"," ",12264,8134,4514,15950,10784,5166,1404,457,637,13,13,7402,5489,0,0,440,0,0,0,0,0,0,0,0,0,0,116,1010,89,116,1037,153,238,261,,,374,263,,,3,10,,3,10,
130268756992804_2358600847492906,https://www.facebook.com/YaleClimateConnections/posts/2358600847492906,"Jana Ganion says her tribe’s microgrid provides benefits beyond her immediate community by helping to green the larger grid:",Link,,,"03/22/2019 06:00:53 AM"," ",25003,14010,10645,33656,20502,13154,3225,565,713,12,13,10084,6907,4,4,607,0,0,0,0,0,0,0,0,0,0,412,2827,47,422,2909,74,302,301,1,,402,310,1,,2,11,,2,10,
130268756992804_2357233597629631,https://www.facebook.com/YaleClimateConnections/posts/2357233597629631,"Eight theatrical releases connected with climate change in some way in 2018 ... superheroes and aliens ...  not one was a disaster movie. 2019 looks to continue the trend.",Link,,,"03/21/2019 10:00:04 AM"," ",3360,3360,0,4218,4218,0,127,78,118,5,6,3680,2871,0,0,120,0,0,0,0,0,0,0,0,0,0,10,65,8,10,67,51,44,39,,,77,41,,,,6,,,5,
130268756992804_2357147500971574,https://www.facebook.com/YaleClimateConnections/posts/2357147500971574,"Last year, 200 people were treated for heat-related illness from the Indy 500.",Link,,,"03/21/2019 06:00:42 AM"," ",3206,3206,0,4294,4294,0,139,88,128,4,5,3816,2823,0,0,126,0,0,0,0,0,0,0,0,0,0,10,63,13,11,65,51,62,35,,,92,36,,,1,4,,1,3,
130268756992804_2355792291107095,https://www.facebook.com/YaleClimateConnections/posts/2355792291107095,"Which species are adapting faster and which are struggling? Here are five examples.",Link,,,"03/20/2019 09:00:03 AM"," ",4082,3173,926,5342,4241,1101,338,156,203,7,16,2997,2273,0,0,136,0,0,0,0,0,0,0,0,0,0,55,219,10,57,230,16,52,117,,,84,119,,,,16,,,7,
130268756992804_2355714644448193,https://www.facebook.com/YaleClimateConnections/posts/2355714644448193,"Utility bills can be a heavy burden for low-income communities. So Nathaniel Smith says governments and utilities should invest in energy programs for low-income people:",Link,,,"03/20/2019 06:00:52 AM"," ",6880,3975,2780,8685,5360,3325,750,145,168,6,15,3833,2780,3,3,179,0,0,0,0,0,0,0,0,0,0,82,628,27,84,652,47,87,61,,,105,63,,,,15,,,6,
130268756992804_2354271941259130,https://www.facebook.com/YaleClimateConnections/posts/2354271941259130,"A low-tech practice that could help farmers earn extra income and adapt to climate change:",Link,,,"03/19/2019 06:00:31 AM"," ",80387,54851,26924,103795,70424,33371,9708,2637,3093,28,30,16249,10990,7,6,1351,0,0,0,0,0,0,0,0,0,0,1462,7645,237,1614,7812,330,1185,1569,3,,1476,1614,3,,,30,,,28,
130268756992804_2353030881383236,https://www.facebook.com/YaleClimateConnections/posts/2353030881383236,"Debunking myths about clean energy resources is a lot easier with facts AND optimism on your side.",Link,,,"03/18/2019 10:00:01 AM"," ",6544,5761,807,8779,7769,1010,592,300,422,8,9,5042,3745,0,0,275,0,0,0,0,0,0,0,0,0,0,58,365,29,64,372,97,168,170,,,250,172,,,,9,,,8,
130268756992804_2352888211397503,https://www.facebook.com/YaleClimateConnections/posts/2352888211397503,"Ever heard of an indoor solar cell?",Link,,,"03/18/2019 06:01:42 AM"," ",11982,8709,3045,15537,11871,3666,1119,283,343,8,9,8109,5955,1,1,374,0,0,0,0,0,0,0,0,0,0,153,913,22,155,913,30,159,146,,,197,146,,,4,5,,4,5,
130268756992804_2348137191872605,https://www.facebook.com/YaleClimateConnections/posts/2348137191872605,"Vanessa Hauc has made it her mission to help Latinx people stay informed about climate change. “This is a community that is ready to work for the protection of the planet:”",Link,,,"03/15/2019 06:00:50 AM"," ",23607,11109,12511,31028,15377,15651,3504,443,534,12,12,9880,7098,3,3,572,0,0,0,0,0,0,0,0,0,0,234,3235,101,243,3317,320,281,188,,,343,191,,,3,9,,3,9,
130268756992804_2346604452025879,https://www.facebook.com/YaleClimateConnections/posts/2346604452025879,"“Maybe if we can create a commercial model to do large-scale reef restoration, that could really help protect reefs for the future,” says entrepreneur Sam Teicher of Coral Vita: https://bit.ly/2CclDXZ",Link,,,"03/14/2019 06:01:21 AM"," ",3770,3770,0,5211,5211,0,192,86,105,3,3,4251,3187,0,0,169,0,0,0,0,0,0,0,0,0,0,21,141,4,22,142,5,65,25,,,80,25,,,,3,,,3,
130268756992804_2345479185471739,https://www.facebook.com/YaleClimateConnections/posts/2345479185471739,"Cities around the world are taking climate action, but some are making especially ambitious commitments: https://bit.ly/2EZNOLy",Link,,,"03/13/2019 06:00:40 AM"," ",3624,3624,0,5117,5117,0,168,87,113,10,10,4305,2963,0,0,147,0,0,0,0,0,0,0,0,0,0,15,112,2,23,112,2,61,33,,,79,34,,,1,9,,1,9,
130268756992804_2344207505598907,https://www.facebook.com/YaleClimateConnections/posts/2344207505598907,"Springtime is getting strange. But weirdly enough, this piece of classical music can help you understand how the season is changing.",Link,,,"03/12/2019 07:34:22 AM"," ",7206,5463,1972,9548,7096,2452,743,283,331,6,7,5046,3961,0,0,263,0,0,0,0,0,0,0,0,0,0,77,526,10,86,543,12,74,224,1,,102,228,1,,,7,,,6,
130268756992804_2344107008942290,https://www.facebook.com/YaleClimateConnections/posts/2344107008942290,"Frances Seymour of the World Resources Institute says that when countries give indigenous people more control over land, deforestation slows:  https://bit.ly/2CcK9YJ",Link,,,"03/12/2019 06:01:28 AM"," ",45278,18492,27610,60796,25767,35055,7001,580,684,13,17,6174,4219,4,3,402,0,0,0,0,0,0,0,0,0,0,791,6496,182,943,6766,230,406,175,1,,505,178,1,,1,16,,1,12,
130268756992804_2342764395743218,https://www.facebook.com/YaleClimateConnections/posts/2342764395743218,"Peter Fiekowsky wants a safe climate for his kids. For that to happen, he believes we need to take carbon out of the atmosphere. https://bit.ly/2CbCSse",Link,,,"03/11/2019 06:00:51 AM"," ",10073,5909,4451,13317,8048,5269,1234,281,377,6,8,5375,3854,0,0,246,0,0,0,0,0,0,0,0,0,0,85,1009,60,90,1009,165,172,127,,,246,131,,,2,6,,2,5,
130268756992804_2338945629458428,https://www.facebook.com/YaleClimateConnections/posts/2338945629458428,"On International Women’s Day, let’s celebrate climate heroes around the world:",Link,,,"03/08/2019 06:00:41 AM"," ",3259,3259,0,4428,4428,0,156,64,89,8,8,3663,2612,0,0,136,0,0,0,0,0,0,0,0,0,0,19,110,7,23,114,34,48,20,,,69,20,,,2,6,,2,6,
130268756992804_2337469879606003,https://www.facebook.com/YaleClimateConnections/posts/2337469879606003,"The American Institute of Architects has asked firms to make all their new buildings and major renovations carbon-neutral by 2030. So far, more than 500 firms have signed on:",Link,,,"03/07/2019 06:00:16 AM"," ",12823,6391,6650,17939,8376,9563,1803,175,239,10,10,4665,3397,3,3,219,0,0,0,0,0,0,0,0,0,0,164,1675,40,169,1711,49,124,57,,,182,57,,,2,8,,2,8,
130268756992804_2336046526415005,https://www.facebook.com/YaleClimateConnections/posts/2336046526415005,"The We Are Still In coalition has helped keep major players engaged in the Paris climate agreement despite President Trump’s announcement of withdrawal:",Link,,,"03/06/2019 06:00:26 AM"," ",25451,6616,18610,34330,9038,25292,4150,368,430,6,6,4828,3482,10,8,268,0,0,0,0,0,0,0,0,0,0,428,3860,141,457,3919,271,177,203,,,225,205,,,,6,,,6,
130268756992804_2334952749857716,https://www.facebook.com/YaleClimateConnections/posts/2334952749857716,"In the future, more Americans are likely to trade in their gas cars for electric vehicles. Here’s how utilities are preparing.",Link,,,"03/05/2019 11:20:42 AM"," ",6026,4135,1842,8116,5732,2384,692,242,418,8,9,3879,2811,1,1,186,0,0,0,0,0,0,0,0,0,0,59,495,70,59,497,216,154,106,,,308,110,,,1,8,,1,7,
